frame,rot_ke,trans_ke,effi
468,1.757787e-20,2.547031e-20,4.083302e+01,
469,1.472277e-20,2.547702e-20,3.662401e+01,
470,1.480293e-20,2.586777e-20,3.639704e+01,
471,1.786294e-20,2.558203e-20,4.111625e+01,
472,1.496016e-20,2.233537e-20,4.011248e+01,
473,1.502693e-20,1.880528e-20,4.441605e+01,
474,1.508300e-20,1.721350e-20,4.670166e+01,
475,1.512539e-20,1.502864e-20,5.016042e+01,
476,1.515073e-20,1.508598e-20,5.010707e+01,
477,1.818776e-20,1.660545e-20,5.227388e+01,
478,1.816562e-20,1.798239e-20,5.025344e+01,
479,1.812284e-20,2.177312e-20,4.542525e+01,
480,1.504521e-20,2.090382e-20,4.185151e+01,
481,1.497953e-20,2.216654e-20,4.032601e+01,
482,1.192463e-20,1.917596e-20,3.834212e+01,
483,5.931623e-21,1.496481e-20,2.838582e+01,
484,2.950961e-21,8.689810e-21,2.535022e+01,
485,2.938841e-21,5.854020e-21,3.342304e+01,
486,2.929185e-21,1.912178e-21,6.050331e+01,
487,2.924646e-21,7.652077e-22,7.926184e+01,
488,2.922360e-21,7.336871e-22,7.993223e+01,
489,2.921136e-21,1.296520e-21,6.925970e+01,
490,2.924060e-21,2.803034e-21,5.105661e+01,
491,2.929155e-21,3.047204e-21,4.901237e+01,
492,2.934206e-21,3.170696e-21,4.806311e+01,
493,5.879833e-21,4.507311e-21,5.660683e+01,
494,5.891783e-21,5.135399e-21,5.342964e+01,
495,2.951410e-21,2.942850e-21,5.007261e+01,
496,5.908171e-21,3.189880e-21,6.493887e+01,
497,5.906650e-21,5.143525e-21,5.345300e+01,
498,8.851331e-21,8.071472e-21,5.230417e+01,
499,8.838584e-21,9.938073e-21,4.707219e+01,
500,1.469813e-20,1.692342e-20,4.648137e+01,
501,1.464856e-20,1.904602e-20,4.347453e+01,
502,1.751101e-20,2.415764e-20,4.202443e+01,
503,2.323984e-20,2.882223e-20,4.463872e+01,
504,2.313229e-20,2.797586e-20,4.526145e+01,
505,2.302664e-20,2.794073e-20,4.517919e+01,
506,2.293013e-20,2.577530e-20,4.707920e+01,
507,2.571935e-20,2.678909e-20,4.898136e+01,
508,2.565977e-20,2.327508e-20,5.243660e+01,
509,2.278516e-20,2.107038e-20,5.195503e+01,
510,1.708430e-20,1.628195e-20,5.120235e+01,
511,1.424154e-20,1.156918e-20,5.517684e+01,
512,1.139893e-20,1.086122e-20,5.120778e+01,
